Tweet,Aspek,Sentiment_Score,Sentiment
600rb hektar food estate habis brp triliun lebih baik 45t jadi stadion taraf internasional walaupun skrg d otak atik rumput sama si kadrun jadi banjir udah tau sistem drainase udh bagus malah otak atik kocak,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
ga baik begadang nnti sehat tubuh turun jaga kesehatann apalg skrg hujanpanas ga psti,jenis cuaca ekstrem,1,Positif
kamu nemuin beberapa pantai memang bagus banget warung sini ga terlalu mahal posisi istirahat baik tidur sembarang tempat bokong udah panas banget,jenis cuaca ekstrem,2,Positif
yg nama tanggung jawab pulang liburankerja dr kantor jam 12 masukin oleh2 kulkas msk air panas buat mandi langsung nyuci pakai kotor msin cuci rendam bbrp potong pakai jemur baju baru tidur mantap kamu,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
baik makan ubat jelum sikit panas aleesa dah turunn smlm badan suam jakk,jenis cuaca ekstrem,1,Positif
berulangkali jadi pak ga cuma dump truck kontainer truk box baik tinjau truk besar lewat jembatan layang bukan mau diskriminasi kalo jadi begini susah sendiri kan utk evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
direktur operasi ii wege achmadi tricahyono komitmen banget buat ngerampungin proyek kualitas baik semua aspek jamin kece mulai infrastruktur aman evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
ye panas u baik rumah dgn i,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
direktur operasi ii wege achmadi tricahyono komitmen banget buat ngerampungin proyek kualitas baik semua aspek jamin kece mulai infrastruktur aman evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
ga yg ngehujat idolnya loh kok yg cuma fans panas bagus loh padahal idolnya tau respect senior bukan puji,jenis cuaca ekstrem,1,Positif
udh masa tenang musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
polisi keren banget nih evakuasi ibu jebak macet longsor lampung barat mantap terima kasih polri udah peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
alah biasa haters wen bukan tari utk orang orang panas enjoy2 je bukan buat challenge ni mcm kena ambik exam kena bagus semua tsk3,jenis cuaca ekstrem,1,Positif
ga baik begadang nnti sehat tubuh turun jaga kesehatann apalg skrg hujanpanas ga psti,jenis cuaca ekstrem,1,Positif
direktur operasi ii wege achmadi tricahyono komitmen banget buat ngerampungin proyek kualitas baik semua aspek jamin kece mulai infrastruktur aman evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
panas btul desa aman damai usm kalini tahun lps duk indah kembara sejuk tak lena nk tdo,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
polisi keren banget nih evakuasi ibu jebak macet longsor lampung barat mantap terima kasih polri udah peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
mulai hari baik mah penting gigi lu gak ikut panas mas aman arti,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
polisi keren banget nih evakuasi ibu jebak macet longsor lampung barat mantap terima kasih polri udah peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
sudah pak tdk perlu buat makin panas situasi bijak dlm cuit jgn bikin gaduh kesan serang sana sini bila pola pikir balita rasa lbh baik tinggal panggung politik alih jadi supporter bola,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
ga yg ngehujat idolnya loh kok yg cuma fans panas bagus loh padahal idolnya tau respect senior bukan puji,jenis cuaca ekstrem,1,Positif
baik makan ubat jelum sikit panas aleesa dah turunn smlm badan suam jakk,jenis cuaca ekstrem,1,Positif
sudah pak tdk perlu buat makin panas situasi bijak dlm cuit jgn bikin gaduh kesan serang sana sini bila pola pikir balita rasa lbh baik tinggal panggung politik alih jadi supporter bola,jenis cuaca ekstrem,1,Positif
600rb hektar food estate habis brp triliun lebih baik 45t jadi stadion taraf internasional walaupun skrg d otak atik rumput sama si kadrun jadi banjir udah tau sistem drainase udh bagus malah otak atik kocak,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
direktur operasi ii wege achmadi tricahyono komitmen banget buat ngerampungin proyek kualitas baik semua aspek jamin kece mulai infrastruktur aman evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
panas btul desa aman damai usm kalini tahun lps duk indah kembara sejuk tak lena nk tdo,jenis cuaca ekstrem,1,Positif
pagi cerah burungburung nyanyi merdu tanda sedang bahagia hari kemarin bersiapsiap jalan rutinitas penuh butuh hidup bagi besar rakyat keringat kadang panas kadang hujan tak hirau,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
yg nama tanggung jawab pulang liburankerja dr kantor jam 12 masukin oleh2 kulkas msk air panas buat mandi langsung nyuci pakai kotor msin cuci rendam bbrp potong pakai jemur baju baru tidur mantap kamu,jenis cuaca ekstrem,1,Positif
polisi keren banget nih evakuasi ibu jebak macet longsor lampung barat mantap terima kasih polri udah peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
pagi cerah burungburung nyanyi merdu tanda sedang bahagia hari kemarin bersiapsiap jalan rutinitas penuh butuh hidup bagi besar rakyat keringat kadang panas kadang hujan tak hirau,jenis cuaca ekstrem,1,Positif
udh masa tenang musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
600rb hektar food estate habis brp triliun lebih baik 45t jadi stadion taraf internasional walaupun skrg d otak atik rumput sama si kadrun jadi banjir udah tau sistem drainase udh bagus malah otak atik kocak,jenis cuaca ekstrem,1,Positif
yg nama tanggung jawab pulang liburankerja dr kantor jam 12 masukin oleh2 kulkas msk air panas buat mandi langsung nyuci pakai kotor msin cuci rendam bbrp potong pakai jemur baju baru tidur mantap kamu,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
berulangkali jadi pak ga cuma dump truck kontainer truk box baik tinjau truk besar lewat jembatan layang bukan mau diskriminasi kalo jadi begini susah sendiri kan utk evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
ga baik begadang nnti sehat tubuh turun jaga kesehatann apalg skrg hujanpanas ga psti,jenis cuaca ekstrem,1,Positif
pagi cerah burungburung nyanyi merdu tanda sedang bahagia hari kemarin bersiapsiap jalan rutinitas penuh butuh hidup bagi besar rakyat keringat kadang panas kadang hujan tak hirau,jenis cuaca ekstrem,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
berulangkali jadi pak ga cuma dump truck kontainer truk box baik tinjau truk besar lewat jembatan layang bukan mau diskriminasi kalo jadi begini susah sendiri kan utk evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
kaka jugaa mata panas pusing tetep kerjaa kaka lebih kuat hebat,jenis cuaca ekstrem,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
udh masa tenang musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
baik makan ubat jelum sikit panas aleesa dah turunn smlm badan suam jakk,jenis cuaca ekstrem,1,Positif
600rb hektar food estate habis brp triliun lebih baik 45t jadi stadion taraf internasional walaupun skrg d otak atik rumput sama si kadrun jadi banjir udah tau sistem drainase udh bagus malah otak atik kocak,jenis cuaca ekstrem,1,Positif
berulangkali jadi pak ga cuma dump truck kontainer truk box baik tinjau truk besar lewat jembatan layang bukan mau diskriminasi kalo jadi begini susah sendiri kan utk evakuasi,tanggapan pemerintah atau masyarakat,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
kamu nemuin beberapa pantai memang bagus banget warung sini ga terlalu mahal posisi istirahat baik tidur sembarang tempat bokong udah panas banget,jenis cuaca ekstrem,2,Positif
mulai hari baik mah penting gigi lu gak ikut panas mas aman arti,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
sedih doh tidur ac panas selsema pulak so paksa tidur ac baik punya pasal,jenis cuaca ekstrem,1,Positif
so kind and thoughtful btw luohanguo ni bagus utk sejuk badan musim panas terik ni,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
mulai hari baik mah penting gigi lu gak ikut panas mas aman arti,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
elon musk and the x will diappear if something doesnt change musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
alah biasa haters wen bukan tari utk orang orang panas enjoy2 je bukan buat challenge ni mcm kena ambik exam kena bagus semua tsk3,jenis cuaca ekstrem,1,Positif
yg nama tanggung jawab pulang liburankerja dr kantor jam 12 masukin oleh2 kulkas msk air panas buat mandi langsung nyuci pakai kotor msin cuci rendam bbrp potong pakai jemur baju baru tidur mantap kamu,jenis cuaca ekstrem,1,Positif
sedih doh tidur ac panas selsema pulak so paksa tidur ac baik punya pasal,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
ga baik begadang nnti sehat tubuh turun jaga kesehatann apalg skrg hujanpanas ga psti,jenis cuaca ekstrem,1,Positif
gelas double wall anti panas insulated cup glass kaca dobel bagus unik 350mlwoodcover garansi pegrtx6,jenis cuaca ekstrem,1,Positif
sudah pak tdk perlu buat makin panas situasi bijak dlm cuit jgn bikin gaduh kesan serang sana sini bila pola pikir balita rasa lbh baik tinggal panggung politik alih jadi supporter bola,jenis cuaca ekstrem,1,Positif
udh masa tenang musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
kamu nemuin beberapa pantai memang bagus banget warung sini ga terlalu mahal posisi istirahat baik tidur sembarang tempat bokong udah panas banget,jenis cuaca ekstrem,2,Positif
mulai hari baik mah penting gigi lu gak ikut panas mas aman arti,jenis cuaca ekstrem,1,Positif
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kerja baik peran negeri,tanggapan pemerintah atau masyarakat,1,Positif
baik makan ubat jelum sikit panas aleesa dah turunn smlm badan suam jakk,jenis cuaca ekstrem,1,Positif
alah biasa haters wen bukan tari utk orang orang panas enjoy2 je bukan buat challenge ni mcm kena ambik exam kena bagus semua tsk3,jenis cuaca ekstrem,1,Positif
yg nama tanggung jawab pulang liburankerja dr kantor jam 12 masukin oleh2 kulkas msk air panas buat mandi langsung nyuci pakai kotor msin cuci rendam bbrp potong pakai jemur baju baru tidur mantap kamu,jenis cuaca ekstrem,1,Positif
udh masa tenang musim panas tiba baik cuci rutin ac jasa service ac panggil bekas,jenis cuaca ekstrem,1,Positif
bnyk video edar naik harga beras bagus untk tani sbb sdh hampr sesuai dg biaya operasional skrng banjir beras impor pasar otomats tekan harga beras brrt kabar ga bagus untk tani dong,jenis cuaca ekstrem,1,Positif
ye panas u baik rumah dgn i,jenis cuaca ekstrem,1,Positif
panas btul desa aman damai usm kalini tahun lps duk indah kembara sejuk tak lena nk tdo,jenis cuaca ekstrem,1,Positif
pagi cerah burungburung nyanyi merdu tanda sedang bahagia hari kemarin bersiapsiap jalan rutinitas penuh butuh hidup bagi besar rakyat keringat kadang panas kadang hujan tak hirau,jenis cuaca ekstrem,1,Positif
