full_text,username,created_at
fyi bencana alam tanah longsor melanda wilayah kabupaten luwu sigap tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban berperan untuknegeri,Emiliamonalis,Thu Feb 29 07:21:59 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutup,HumasPolse41070,Thu Feb 29 07:21:41 +0000 2024
bencana tanah longsor lampung barat menimbulkan banyak korban salah satunya ibu polri melakukan evakuasi ibu yg terjebak macet berperan untuknegeri,cortez65164,Thu Feb 29 07:20:35 +0000 2024
bencana alam tanah longsor melanda wilayah kab luwu sulsel tim sar gabungan tnipolri instansi terkait bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah berperan untuknegeri,ZaenudinM4,Thu Feb 29 07:20:15 +0000 2024
humas polsek johar baru polres metro jakarta pusat bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,POLSEK_JOHAR,Thu Feb 29 07:20:04 +0000 2024
potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi akses jalan,PAwangpone33906,Thu Feb 29 07:19:55 +0000 2024
salut bgt sama polisi yg membantu proses evakuasi warga yg sakit rsud berperan negeri,NurulitaNaya,Thu Feb 29 07:19:46 +0000 2024
polisi meng evakuasi warga sakit pulau panggang rsud berperan untuknegeri,AhmadJefri2,Thu Feb 29 07:19:19 +0000 2024
emang keren nih polisi sllu humanis membantu evakuasi warga sakit pulau panggang rs berperan negeri,PutraRahmanan,Thu Feb 29 07:19:15 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PolsekMlati,Thu Feb 29 07:07:08 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi terutama daerah berdekatan,Novi1779,Thu Feb 29 07:06:58 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PolsekmatramanH,Thu Feb 29 07:06:38 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,PolsekNagreg,Thu Feb 29 07:06:36 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,Poldametrojaya_,Thu Feb 29 07:06:21 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,humaspoldajbr,Thu Feb 29 07:05:56 +0000 2024
wah bgt nih polri berperan negeri membantu evakuasi ibu terjebak macet karna longsor im proud,IMaisurina,Thu Feb 29 07:05:55 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PrambananSek,Thu Feb 29 07:05:38 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah wujud nyata,humaskedirires,Thu Feb 29 07:05:10 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,Novi1779,Thu Feb 29 07:04:51 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,polsekpinangtng,Thu Feb 29 07:04:11 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,humaspolres_cjr,Thu Feb 29 07:03:49 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,humasresabdya01,Thu Feb 29 07:03:22 +0000 2024
wahhh nih namanya babinkamtibmas membantu evakuasi warga sakit rsud bener bener sangat berperan negeri,AnitaRahma2301,Thu Feb 29 07:02:52 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,sekrckrestabdg,Thu Feb 29 07:02:21 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,Polsek_Kalidoni,Thu Feb 29 07:02:13 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban,polseksako_plg,Thu Feb 29 07:01:59 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,polseksako_plg,Thu Feb 29 07:01:18 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,polseksako_plg,Thu Feb 29 07:01:03 +0000 2024
polisi emang keren banget gercep poll urusan evakuasi benerbener banget thank you polri berperan negeri,ssuspici0uss,Thu Feb 29 07:00:26 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,reskepseribu,Thu Feb 29 06:58:13 +0000 2024
tnipolri hadir kemanusiaan berperan negeri personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,polsekriattang1,Thu Feb 29 06:58:13 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,resbaritokuala,Thu Feb 29 06:58:06 +0000 2024
hai sobat pk3d hari selasa 27 februari 2024 pk3d melaksanaan evakuasi pasien bersama damkar dki memiliki diagnosa obs penurunan kesadaran ec susp sepsis obs febris h1 dyspnea ec susp pneumonia obs hiperglikemik ec susp dm tipe 2,pk3ddinkesdki,Thu Feb 29 06:58:00 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,sekrckrestabdg,Thu Feb 29 06:57:39 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kab luwu sulsel proses evakuasi personel membersihkan sisa timbunan menutupi jalan,PolsekPanggang1,Thu Feb 29 06:57:35 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PasirjambuHumas,Thu Feb 29 06:57:34 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polsekpinangtng,Thu Feb 29 06:57:22 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi terutama daerah berdekatan,PolsekCangkuang,Thu Feb 29 06:57:17 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,bidhumasaceh,Thu Feb 29 06:57:00 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,HumasCipayung,Thu Feb 29 06:56:30 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,POLRESBULUNGAN1,Thu Feb 29 06:56:11 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,SekDayeuhkolot1,Thu Feb 29 06:56:04 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah wujud nyata,humas_polda_ntt,Thu Feb 29 06:55:57 +0000 2024
tnipolri hadir utk kemanusiaan berperan utk negeri potret kesigapan personel tnipolri dlm membantu mengevakuasi korban tanah longsor kab luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah yg menutupi akses jalan,HumasFlotim,Thu Feb 29 06:55:40 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,Humaspolseksen5,Thu Feb 29 06:55:04 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,HumasPolresMaj1,Thu Feb 29 06:54:48 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,BabelBid,Thu Feb 29 06:53:53 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,POLRESBULUNGAN1,Thu Feb 29 06:53:52 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,HumasPolsek03,Thu Feb 29 06:53:13 +0000 2024
waw babinkamtibmas beserta masyarakat saling bekerja sama membantu evakuasi warga sakit rsud wujud nyata polri berperan negeri lanjutkan mantaps,jenekemi,Thu Feb 29 06:53:03 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihtotalitasmelindungiindonesia,polsek_clk,Thu Feb 29 06:52:33 +0000 2024
tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,HumasResmal,Thu Feb 29 06:52:25 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,polres_soetta,Thu Feb 29 06:52:17 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutup,sekrckrestabdg,Thu Feb 29 06:51:54 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi,PiyunganPolsek,Thu Feb 29 06:51:26 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,HumasFlotim,Thu Feb 29 06:50:47 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan,humasresinhil,Thu Feb 29 06:50:46 +0000 2024
polisi bantu evakuasi ibu yg terjebak macet akibat longsor lampung barat wah sih banget terimakasih polri berperan negeri,Onyekcuuu,Thu Feb 29 06:50:40 +0000 2024
polisi evakuasi ibu terjebak macet akibat longsor lampung barat terimakasih polisi mengayomi masyarakat berperan negeri,exvianpro,Thu Feb 29 06:50:30 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,sidrap_polres,Thu Feb 29 06:50:11 +0000 2024
bhabinkamtibmas pulau pramuka berperan negeri membantu evakuasi warga rumah sakit,cikakohl,Thu Feb 29 06:50:00 +0000 2024
bentuk kepedulian kepolisian nih bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud loh inilah bentuk berperan negeri,janenuby,Thu Feb 29 06:50:00 +0000 2024
bentuk polisi bantu evakuasi ibu terjebak macet akibat longsor lampung barat nih berperan negeri kepolisian membantu sepenuh hati,rifqahsania,Thu Feb 29 06:50:00 +0000 2024
bhabinkamtibmas pulau pramuka bantu evakuasi warga sakit pulau panggang rsud langkah tepat nih salut banget atas kinerja baiknya berperan negeri,Bin_biai,Thu Feb 29 06:50:00 +0000 2024
salut banget lho sama polri bantu evakuasi warga sakit pulau panggang rsud lho semangat polri berperan negeri,DimasWija551,Thu Feb 29 06:50:00 +0000 2024
polisi evakuasi ibu terjebak macet akibat longsor lampung barat terimakasih atas bantuan kesigapan nya good job berperan negeri,pisanggorenz,Thu Feb 29 06:50:00 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,polreslahat,Thu Feb 29 06:49:53 +0000 2024
bencana alam tanah longsor melanda wilayah kabupaten luwu sulawesi selatan tim sar gabungan tnipolri bpbd instansi terkait berperan negeri bergotong royong melakukan pencarian evakuasi korban dinyatakan tertimbun tanah,RESKUNINGAN,Thu Feb 29 06:47:56 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan banjir diakibatkan curah hujan tinggi,SihumasResSkw,Thu Feb 29 06:47:11 +0000 2024
polri melalui jajaran polres tana toraja melakukan evakuasi cepat korban terdampak banjir wilayah kecamatan makale kabupaten tana toraja sulawesi selatan,HumasResmal,Thu Feb 29 06:46:42 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,polseksrandakan,Thu Feb 29 06:46:31 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,PolsekDlingo,Thu Feb 29 06:45:44 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah,restrotangkot,Thu Feb 29 06:45:42 +0000 2024
tnipolri hadir kemanusiaan berperan negeri potret kesigapan personel tnipolri membantu mengevakuasi korban tanah longsor kabupaten luwu sulawesi selatan proses evakuasi personel gabungan turut membersihkan sisa timbunan tanah menutupi,BidariHuma13924,Thu Feb 29 06:45:29 +0000 2024
